MCDPRCT, PrecinctName                        , WD, CG, LEG, CM, SW, SchoolDistrict, S1, S2, C, V, McdName                                    , JD, MCD  , PRCT, CC, FIPS , 7AM , EDR , Sigs, RegMilAb, FedAb, PresAb, TotVoters, VSCode, VSDescription     , EquipmentModel    , USPresGP, USPresR, USPresDFL, USPresSE, USPresSW, USPresCF, USPresBL, USPresC, USPresL, USPresWI, USCongGr, USCongI, USCongR, USCongDFL, USCongWI, MNLegGr, MNLegI, MnLegR, MnLegDFL, MnLegWI, AJSC2HelenMeyer, AJSC2WI, AJSC5SamHanson, AJSC5WI, AJSC6AlanPage, AJSC6SamTinglestad, AJSC6WI, JCOA2NatalieHudson, JCOA2WI, JCOA3DavidMinge, JCOA3PaulRoss, JCOA3WI, JCOA14DanielGriffith, JCOA14RARandall, JCOA14WI, , 
0450055, COLLEGEVILLE TWP P2                 ,   , 06, 14B, 02, 00,           0742, 00, 00, N, O, Collegeville township                      , 07,   045, 0055, 73, 12592, 1271,  803, 1074,       18,     5,      0,      1097,      2, Precinct Tabulator, Optech IIIP Eagle ,        6,     436,       622,        0,        0,        0,       19,       1,       6,        4,        0,       0,     511,       551,        1,       0,      0,    283,      742,       2,             737,       6,            721,       5,           628,                145,       8,                706,      10,             499,           224,       6,                  172,             550,        5, , 
0500060, CROW LAKE TWP                       ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Crow Lake township                         , 07,   050, 0060, 73, 14032,  178,   23,  169,        3,     0,      0,       172,      3, Hand Count        , Not Applicable    ,        0,      89,        80,        0,        0,        0,        0,       0,       1,        0,        0,       0,      61,       110,        0,       0,      0,    116,       55,       0,             144,       0,            140,       0,           114,                 45,       0,                140,       0,              93,            60,       0,                   53,              98,        0, , 
0550065, CROW RIVER TWP                      ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Crow River township                        , 07,   055, 0065, 73, 14086,  178,   27,  167,        3,     0,      0,       170,      3, Hand Count        , Not Applicable    ,        0,      74,        94,        0,        0,        0,        1,       0,       0,        0,        0,       0,      36,       132,        0,       0,      0,    103,       64,       0,             139,       0,            137,       0,           110,                 45,       0,                136,       0,             113,            35,       0,                   55,              89,        0, , 
0600070, EDEN LAKE TWP                       ,   , 06, 14B, 03, 00,           0463, 00, 00, N, O, Eden Lake township                         , 07,   060, 0070, 73, 18098,  860,  146,  749,       45,     0,      0,       794,      2, Precinct Tabulator, Model 100         ,        1,     484,       294,        0,        0,        0,       10,       0,       0,        1,        0,       0,     484,       300,        1,       0,      0,    474,      295,       1,             595,       1,            584,       1,           476,                229,       2,                578,       2,             447,           211,       1,                  266,             375,        1, , 
0650075, EDEN VALLEY                         ,   , 07, 14B, 03, 00,           0463, 00, 00, N, O, Eden Valley city                           , 07,   065, 0075, 73, 18134,  188,   68,  189,        8,     0,      0,       197,      2, Precinct Tabulator, Model 100         ,        1,      94,        95,        0,        0,        0,        4,       0,       1,        0,        0,       0,      59,       119,        2,       0,      0,     93,       95,       2,             139,       4,            135,       2,           111,                 50,       3,                131,       3,             104,            49,       2,                   55,              93,        1, , 
0700080, ELROSA                              ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Elrosa city                                , 07,   070, 0080, 73, 19088,  114,   16,  105,        3,     0,      0,       108,      2, Precinct Tabulator, Model 100         ,        0,      82,        22,        0,        0,        0,        1,       2,       0,        0,        0,       0,      26,        72,        0,       0,      0,     91,       14,       0,              63,       1,             60,       0,            50,                 31,       0,                 62,       0,              52,            18,       0,                   28,              39,        0, , 
0750085, FAIR HAVEN TWP                      ,   , 06, 14B, 04, 00,           0739, 00, 00, N, O, Fair Haven township                        , 07,   075, 0085, 73, 20294,  804,  187,  802,       29,     0,      0,       831,      2, Precinct Tabulator, Optech IIIP Eagle ,        1,     456,       357,        0,        0,        0,        7,       2,       1,        2,        0,       0,     445,       370,        1,       0,      0,    370,      425,       1,             599,       3,            594,       2,           435,                267,       1,                597,       1,             439,           237,       1,                  314,             350,        1, , 
0800090, FARMING TWP                         ,   , 06, 14B, 05, 00,           0741, 00, 00, N, O, Farming township                           , 07,   080, 0090, 73, 20600,  531,   80,  475,       17,     0,      0,       492,      3, Hand Count        , Not Applicable    ,        2,     341,       131,        0,        0,        0,       11,       0,       0,        0,        0,       0,     343,       141,        1,       0,      0,    293,      181,       0,             347,       0,            349,       0,           303,                138,       0,                345,       0,             282,           122,       0,                  154,             248,        0, , 
0850095, FREEPORT                            ,   , 06, 13A, 05, 00,           0740, 00, 00, N, O, Freeport city                              , 07,   085, 0095, 73, 22652,  314,   76,  323,       16,     0,      0,       339,      2, Precinct Tabulator, Model 100         ,        2,     219,       115,        0,        1,        0,        0,       1,       0,        0,        0,       0,     228,       107,        0,       0,      0,    265,       69,       0,             243,       0,            236,       0,           209,                 72,       0,                239,       1,             171,            87,       0,                  107,             152,        0, , 
0900100, GETTY TWP                           ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Getty township                             , 07,   090, 0100, 73, 23606,  186,   22,  156,        8,     0,      0,       164,      2, Precinct Tabulator, Model 100         ,        1,     129,        33,        0,        0,        0,        0,       0,       0,        0,        0,       0,      63,        90,        0,       0,      0,    134,       24,       0,             114,       0,            111,       0,            85,                 48,       0,                109,       0,              98,            30,       0,                   43,              76,        0, , 
0930105, GREENWALD                           ,   , 07, 13A, 05, 00,           0740, 00, 00, N, O, Greenwald city                             , 07,   093, 0105, 73, 25874,  139,   17,  135,        0,     0,      0,       135,      3, Hand Count        , Not Applicable    ,        0,      96,        33,        1,        0,        1,        0,       2,       0,        0,        0,       0,      50,        76,        0,       0,      0,    108,       25,       0,             106,       0,            103,       0,            79,                 35,       0,                102,       0,              81,            27,       0,                   35,              75,        0, , 
0950110, GROVE TWP                           ,   , 07, 13A, 05, 00,           0740, 00, 00, N, O, Grove township                             , 07,   095, 0110, 73, 26090,  245,   50,  253,        8,     0,      0,       261,      2, Precinct Tabulator, Model 100         ,        2,     175,        77,        0,        0,        2,        4,       0,       0,        0,        0,       0,      90,       166,        1,       0,      0,    216,       42,       0,             202,       2,            200,       1,           183,                 45,       0,                197,       1,             152,            67,       0,                   61,             157,        0, , 
1000115, HOLDING TWP                         ,   , 06, 14A, 03, 00,           0738, 00, 00, N, O, Holding township                           , 07,   100, 0115, 73, 29564,  622,   98,  598,       22,     0,      0,       620,      3, Hand Count        , Not Applicable    ,        2,     369,       224,        2,        0,        0,       15,       0,       1,        0,        0,       0,     373,       242,        0,       0,      0,    365,      229,       1,             482,       0,            474,       0,           358,                182,       0,                473,       0,             360,           158,       0,                  207,             304,        0, , 
1050120, HOLDINGFORD                         ,   , 06, 14A, 03, 00,           0738, 00, 00, N, O, Holdingford city                           , 07,   105, 0120, 73, 29582,  428,   93,  381,       15,     0,      0,       396,      2, Precinct Tabulator, Model 100         ,        3,     203,       178,        0,        0,        1,        3,       2,       0,        1,        0,       0,     220,       170,        0,       0,      0,    231,      136,       0,             293,       1,            289,       1,           229,                100,       0,                289,       3,             196,           128,       1,                  118,             197,        1, , 
1100125, KIMBALL                             ,   , 06, 14B, 03, 00,           0739, 00, 00, N, O, Kimball city                               , 07,   110, 0125, 73, 33164,  359,  121,  355,        6,     0,      0,       361,      2, Precinct Tabulator, Model 100         ,        0,     162,       193,        0,        0,        0,        3,       1,       0,        0,        0,       0,     180,       175,        3,       0,      0,    118,      227,       1,             210,       1,            205,       1,           160,                 96,       0,                208,       1,             168,            74,       0,                   93,             140,        0, , 
1150130, KRAIN TWP                           ,   , 06, 13A, 05, 00,           0487, 00, 00, N, O, Krain township                             , 07,   115, 0130, 73, 33722,  515,   78,  448,       15,     0,      0,       463,      3, Hand Count        , Not Applicable    ,        1,     315,       122,        0,        1,        2,        2,       7,       0,        3,        0,       0,     331,       126,        0,       0,      0,    357,       93,       1,             331,       0,            325,       0,           254,                131,       0,                325,       0,             214,           156,       0,                  161,             219,        0, , 
1200135, LAKE GEORGE TWP                     ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Lake George township                       , 07,   120, 0135, 73, 34406,  161,   37,  161,       10,     0,      0,       171,      2, Precinct Tabulator, Model 100         ,        0,     116,        50,        0,        0,        0,        3,       0,       0,        0,        0,       0,      48,       112,        0,       0,      0,    132,       30,       0,             100,       0,             94,       0,            79,                 46,       0,                 95,       0,              77,            44,       0,                   51,              64,        0, , 
1230137, LAKE HENRY                          ,   , 07, 13A, 05, 00,           0741, 00, 00, N, O, Lake Henry city                            , 07,   123, 0137, 73, 34478,   54,   12,   54,        0,     0,      0,        54,      3, Hand Count        , Not Applicable    ,        0,      43,         9,        1,        0,        0,        0,       0,       0,        0,        0,       0,      14,        39,        0,       0,      0,     45,        9,       0,              37,       0,             36,       0,            23,                 27,       0,                 36,       0,              33,            12,       0,                   19,              25,        0, , 
1250140, LAKE HENRY TWP                      ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, Lake Henry township                        , 07,   125, 0140, 73, 34496,  177,   19,  157,        2,     0,      0,       159,      3, Hand Count        , Not Applicable    ,        0,     113,        43,        0,        0,        1,        1,       0,       0,        0,        0,       0,      52,       103,        0,       0,      0,    125,       32,       0,             116,       2,            114,       1,            88,                 50,       0,                114,       1,              86,            44,       1,                   48,              80,        1, , 
1300145, LE SAUK TWP                         ,   , 06, 14A, 02, 00,           0742, 00, 00, N, O, Le Sauk township                           , 07,   130, 0145, 73, 36656, 1037,  161,  933,       59,     0,      0,       992,      2, Precinct Tabulator, Model 100         ,        1,     580,       402,        0,        0,        0,        5,       0,       1,        1,        0,       0,     537,       446,        0,       0,      0,    607,      347,       0,             715,       5,            690,       5,           644,                219,       1,                694,       5,             476,           319,       1,                  278,             497,        1, , 
1350150, LUXEMBURG TWP                       ,   , 06, 14B, 03, 00,           0463, 00, 00, N, O, Luxemburg township                         , 07,   135, 0150, 73, 38618,  393,   48,  366,        8,     0,      0,       374,      3, Hand Count        , Not Applicable    ,        2,     263,       103,        0,        0,        0,        4,       0,       0,        0,        0,       0,     275,        98,        0,       0,      0,    254,      107,       1,             291,       1,            283,       0,           246,                 79,       0,                286,       0,             206,           101,       0,                   99,             206,        0, , 
1400155, LYNDEN TWP                          ,   , 06, 14B, 04, 00,           0739, 00, 00, N, O, Lynden township                            , 07,   140, 0155, 73, 38780, 1126,  198, 1015,       54,     0,      0,      1069,      2, Precinct Tabulator, Model 100         ,        1,     614,       435,        0,        0,        1,        9,       0,       3,        0,        0,       0,     573,       476,        0,       0,      0,    477,      531,       1,             716,       4,            711,       7,           605,                262,       1,                700,       6,             555,           253,       3,                  296,             492,        4, , 
1450160, MAINE PRAIRIE TWP                   ,   , 06, 14B, 03, 00,           0739, 00, 00, N, O, Maine Prairie township                     , 07,   145, 0160, 73, 39518, 1022,  200,  970,       40,     1,      0,      1011,      2, Precinct Tabulator, Optech IIIP       ,        2,     632,       356,        2,        0,        0,       12,       4,       0,        0,        0,       0,     628,       368,        0,       0,      0,    541,      437,       0,             736,       4,            721,       4,           542,                312,       1,                731,       1,             562,           245,       0,                  343,             445,        1, , 
1470165, MEIRE GROVE                         ,   , 07, 13A, 05, 00,           0740, 00, 00, N, O, Meire Grove city                           , 07,   147, 0165, 73, 41534,   86,   10,   72,        1,     0,      0,        73,      2, Precinct Tabulator, Model 100         ,        0,      47,        20,        0,        0,        1,        1,       0,       0,        0,        0,       0,      35,        34,        0,       0,      0,     55,       15,       0,              50,       1,             49,       0,            33,                 24,       0,                 47,       1,              39,            14,       0,                   19,              33,        0, , 
1500170, MELROSE                             ,   , 07, 13A, 05, 00,           0740, 00, 00, N, O, Melrose city                               , 07,   150, 0170, 73, 41570, 1473,  289, 1309,       72,     0,      0,      1381,      2, Precinct Tabulator, Model 100         ,        8,     798,       543,        1,        2,        1,       14,       1,       1,        2,        0,       0,     439,       876,        2,       0,      0,   1002,      340,       1,            1005,       7,            977,       6,           860,                271,       4,                969,       7,             696,           387,       3,                  337,             723,        4, , 
1550180, MELROSE TWP                         ,   , 07, 13A, 05, 00,           0740, 00, 00, N, O, Melrose township                           , 07,   155, 0180, 73, 41588,  423,   37,  369,       18,     0,      0,       387,      3, Hand Count        , Not Applicable    ,        0,     257,       122,        0,        1,        0,        1,       0,       0,        0,        0,       0,     135,       245,        0,       0,      0,    295,       87,       0,             292,       0,            281,       0,           238,                 94,       0,                292,       0,             243,           106,       0,                  120,             218,        0, , 
1600185, MILLWOOD TWP                        ,   , 06, 13A, 05, 00,           0740, 00, 00, N, O, Millwood township                          , 07,   160, 0185, 73, 42308,  543,   91,  495,       28,     0,      0,       523,      3, Hand Count        , Not Applicable    ,        0,     393,       119,        0,        0,        0,        3,       1,       0,        0,        0,       0,     388,       133,        0,       0,      0,    446,       75,       0,             388,       0,            404,       0,           311,                160,       0,                400,       0,             320,           138,       0,                  150,             292,        0, , 
1650190, MUNSON TWP                          ,   , 06, 14B, 03, 00,           0463, 00, 00, N, O, Munson township                            , 07,   165, 0190, 73, 44800,  888,  118,  787,       44,     0,      0,       831,      2, Precinct Tabulator, Optech IIIP       ,        3,     481,       304,        0,        0,        2,       12,       3,       1,        0,        0,       0,     493,       313,        0,       0,      0,    491,      306,       1,             569,       8,            558,       5,           463,                207,       2,                570,       6,             458,           177,       2,                  274,             345,        2, , 
1700195, NEW MUNICH                          ,   , 06, 13A, 05, 00,           0740, 00, 00, N, O, New Munich city                            , 07,   170, 0195, 73, 45772,  176,   39,  172,        3,     0,      0,       175,      2, Precinct Tabulator, Model 100         ,        1,     105,        64,        0,        0,        0,        0,       1,       0,        1,        0,       0,     121,        53,        0,       0,      0,    139,       33,       0,             135,       0,            130,       0,            88,                 53,       2,                130,       0,              99,            37,       1,                   53,              83,        1, , 
1750200, NORTH FORK TWP                      ,   , 07, 13A, 05, 00,           2364, 00, 00, N, O, North Fork township                        , 07,   175, 0200, 73, 46960,  118,   18,  109,        8,     0,      0,       117,      2, Precinct Tabulator, Model 100         ,        0,      68,        46,        0,        0,        1,        1,       0,       0,        0,        0,       0,      37,        77,        0,       0,      0,     86,       30,       0,              75,       0,             71,       0,            63,                 31,       0,                 73,       0,              71,            18,       0,                   35,              52,        0, , 
1800205, OAK TWP                             ,   , 06, 13A, 05, 00,           0740, 00, 00, N, O, Oak township                               , 07,   180, 0205, 73, 47644,  306,   61,  295,        7,     0,      0,       302,      2, Precinct Tabulator, Model 100         ,        0,     207,        84,        0,        0,        0,        4,       0,       0,        1,        0,       0,     226,        69,        0,       0,      0,    245,       51,       0,             206,       1,            202,       1,           151,                 98,       1,                203,       1,             150,            84,       1,                  101,             123,        1, , 
1840210, PAYNESVILLE                         ,   , 06, 14B, 05, 00,           0741, 00, 00, N, O, Paynesville city                           , 07,   184, 0210, 73, 49966, 1431,  259, 1227,      119,     0,      0,      1346,      2, Precinct Tabulator, Optech IIIP Eagle ,        8,     766,       540,        1,        0,        2,       14,       2,       2,        0,        0,       0,     791,       525,        0,       0,      0,    597,      689,       0,             979,       2,            963,       1,           771,                339,       3,                955,       2,             801,           290,       2,                  370,             660,        2, , 
1850215, PAYNESVILLE TWP                     ,   , 06, 14B, 05, 00,           0463, 00, 00, N, O, Paynesville township                       , 07,   185, 0215, 73, 49984,  992,   98,  847,       62,     0,      0,       909,      2, Precinct Tabulator, Optech IIIP Eagle ,        3,     572,       310,        1,        0,        2,        6,       0,       0,        1,        0,       0,     549,       337,        0,       0,      0,    493,      376,       0,             710,       2,            692,       0,           626,                162,       0,                696,       1,             504,           256,       1,                  238,             502,        0, , 
2000225, RAYMOND TWP                         ,   , 07, 13A, 05, 00,           2149, 00, 00, N, O, Raymond township                           , 07,   200, 0225, 73, 53314,  111,    8,   94,        1,     0,      0,        95,      3, Hand Count        , Not Applicable    ,        0,      62,        31,        0,        0,        0,        0,       0,       1,        0,        0,       0,      27,        67,        0,       0,      0,     75,       18,       0,              75,       0,             73,       0,            59,                 26,       0,                 75,       0,              58,            22,       0,                   20,              59,        0, , 
2050230, RICHMOND                            ,   , 06, 14B, 03, 00,           0750, 00, 00, N, O, Richmond city                              , 07,   205, 0230, 73, 54268,  766,  187,  785,       26,     0,      0,       811,      2, Precinct Tabulator, Optech IIIP       ,        1,     486,       286,        0,        0,        1,        6,       3,       1,        0,        0,       0,     519,       266,        0,       0,      0,    439,      344,       0,             569,       6,            565,       4,           440,                198,       4,                560,       3,             437,           180,       3,                  259,             349,        2, , 
2080235, ROCKVILLE P1                        ,   , 06, 15A, 03, 00,           0742, 00, 00, N, O, Rockville city                             , 07,   208, 0235, 73, 55078,  339,   37,  308,       13,     0,      0,       321,      2, Precinct Tabulator, Model 100         ,        0,     209,       105,        0,        0,        0,        5,       0,       0,        0,        0,       0,     186,       131,        0,       0,      0,    225,       81,       1,             205,       0,            200,       0,           172,                 81,       0,                194,       0,             153,            73,       0,                   76,             151,        0, , 
2080237, ROCKVILLE P2                        ,   , 06, 15A, 03, 00,           0742, 00, 00, N, O, Rockville city                             , 07,   208, 0237, 73, 55078, 1237,  179, 1094,       65,     0,      0,      1159,      2, Precinct Tabulator, Optech IIIP       ,        2,     780,       353,        1,        0,        0,        9,       5,       0,        1,        0,       0,     754,       389,        0,       0,      0,    836,      276,       0,             862,       6,            839,       3,           733,                255,       1,                846,       6,             579,           355,       3,                  307,             612,        2, , 
2150245, ROSCOE                              ,   , 06, 14B, 05, 00,           0741, 00, 00, N, O, Roscoe city                                , 07,   215, 0245, 73, 55510,   68,   16,   70,        2,     0,      0,        72,      3, Hand Count        , Not Applicable    ,        0,      46,        25,        0,        0,        0,        0,       0,       0,        0,        0,       0,      52,        18,        1,       0,      0,     45,       22,       0,              45,       0,             44,       0,            41,                 12,       0,                 45,       0,              34,            20,       0,                   20,              31,        0, , 
2200250, ST ANTHONY                          ,   , 06, 13A, 05, 00,           0745, 00, 00, N, O, St. Anthony city                           , 07,   220, 0250, 73, 56698,   54,    4,   42,        3,     0,      0,        45,      3, Hand Count        , Not Applicable    ,        1,      27,        15,        0,        0,        0,        1,       0,       0,        1,        0,       0,      26,        17,        0,       0,      0,     36,        7,       0,              40,       0,             39,       0,            26,                 17,       0,                 39,       0,              26,            15,       0,                   18,              23,        0, , 
2250255, ST AUGUSTA                          ,   , 06, 15A, 04, 00,           0739, 00, 00, N, O, St. Augusta City                           , 07,   225, 0255, 73, 56724, 1645,  280, 1543,       59,     0,      0,      1602,      2, Precinct Tabulator, Optech IIIP Eagle ,        3,    1073,       491,        1,        0,        3,       10,       2,       2,        5,        0,       0,    1047,       526,        0,       0,      0,   1146,      398,       1,            1183,       6,           1163,       6,          1025,                347,       3,               1163,       4,             779,           487,       4,                  404,             834,        3, , 
2300260, ST CLOUD W1 P1                      ,  1, 06, 15B, 04, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0260, 73, 56896, 2004,  916, 1294,        6,     0,      0,      1300,      2, Precinct Tabulator, Optech IIIP       ,        2,     458,       814,        0,        0,        1,       13,       0,       0,        2,        0,       0,     463,       748,        3,       0,      0,    411,      654,       4,             655,       4,            650,       3,           476,                236,       5,                652,       1,             379,           290,       3,                  215,             454,        2, , 
2300265, ST CLOUD W1 P2                      ,  1, 06, 15B, 04, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0265, 73, 56896, 1606,  964, 1561,       46,     1,      0,      1608,      2, Precinct Tabulator, Optech IIIP       ,        2,     607,       964,        0,        0,        0,       19,       1,       1,        1,        0,       0,     587,       947,        2,       0,      0,    464,      899,       2,             710,      11,            685,       7,           595,                233,       8,                686,      13,             460,           287,      10,                  226,             511,       10, , 
2300270, ST CLOUD W1 P3                      ,  1, 06, 15B, 04, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0270, 73, 56896,  971,  425,  808,       28,     4,      0,       840,      2, Precinct Tabulator, Optech IIIP       ,        2,     294,       526,        0,        0,        0,       12,       0,       2,        1,        0,       0,     292,       516,        3,       0,      0,    235,      526,       4,             487,       8,            461,      12,           375,                169,       5,                471,      10,             288,           224,       3,                  181,             316,        3, , 
2300280, ST CLOUD W1 P5                      ,  1, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0280, 73, 56896, 1049,  276,  953,       42,     0,      0,       995,      2, Precinct Tabulator, Optech IIIP       ,        4,     424,       548,        1,        0,        2,        5,       1,       3,        1,        0,       0,     408,       563,        1,       0,      0,    332,      605,       1,             662,       9,            645,       9,           582,                192,       4,                640,       9,             392,           314,       5,                  240,             447,        5, , 
2300290, ST CLOUD W1 P4                      ,  1, 06, 15A, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0290, 73, 56896,  768,  226,  701,       34,     0,      0,       735,      2, Precinct Tabulator, Optech IIIP       ,        1,     365,       347,        0,        2,        2,        9,       3,       0,        1,        0,       0,     359,       362,        0,       0,      0,    410,      284,       1,             441,       3,            429,       2,           397,                141,       1,                430,       2,             296,           198,       1,                  155,             329,        0, , 
2300295, ST CLOUD W3 P1                      ,  3, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0295, 73, 56896,  604,  160,  553,       27,     1,      0,       581,      2, Precinct Tabulator, Optech IIIP       ,        3,     264,       295,        0,        0,        1,       10,       0,       1,        0,        0,       0,     289,       271,        0,       0,      0,    181,      360,       0,             379,       4,            376,       5,           323,                120,       1,                378,       2,             228,           180,       2,                  135,             265,        2, , 
2300300, ST CLOUD W3 P2                      ,  3, 06, 15A, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0300, 73, 56896, 1033,  221,  860,       93,     0,      0,       953,      2, Precinct Tabulator, Optech IIIP       ,        3,     420,       505,        0,        0,        1,        7,       4,       3,        2,        0,       0,     460,       479,        0,       0,      0,    537,      385,       1,             619,       9,            611,       9,           550,                199,       4,                613,       6,             378,           315,       3,                  245,             443,        3, , 
2300305, ST CLOUD W3 P3                      ,  3, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0305, 73, 56896,  620,  130,  547,       38,     0,      0,       585,      2, Precinct Tabulator, Optech IIIP       ,        3,     300,       267,        0,        0,        1,        4,       0,       1,        0,        0,       0,     322,       251,        0,       0,      0,    220,      328,       2,             435,       1,            417,       3,           332,                151,       2,                420,       2,             318,           129,       0,                  165,             281,        1, , 
2300310, ST CLOUD W3 P4                      ,  3, 06, 15A, 04, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0310, 73, 56896, 1457,  564, 1340,       68,     2,      2,      1412,      2, Precinct Tabulator, Optech IIIP       ,        3,     648,       736,        0,        0,        3,       11,       0,       1,        1,        0,       0,     648,       728,        3,       0,      0,    741,      587,       2,             765,       8,            738,       9,           629,                294,       6,                729,       8,             569,           254,       1,                  321,             480,        2, , 
2300315, ST CLOUD W3 P5                      ,  3, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0315, 73, 56896,  513,  154,  498,       15,     0,      0,       513,      2, Precinct Tabulator, Optech IIIP       ,        1,     229,       263,        0,        0,        3,        8,       1,       3,        0,        0,       0,     246,       259,        0,       0,      0,    158,      327,       1,             357,       1,            345,       2,           265,                129,       0,                350,       1,             254,           126,       1,                  167,             208,        2, , 
2300320, ST CLOUD W3 P6                      ,  3, 06, 15A, 04, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0320, 73, 56896, 1010,  109,  848,       95,     2,      0,       945,      2, Precinct Tabulator, Optech IIIP       ,        0,     527,       395,        0,        0,        0,        3,       0,       1,        0,        0,       0,     506,       403,        0,       0,      0,    592,      306,       0,             605,       5,            595,       2,           550,                227,       5,                596,       2,             476,           216,       0,                  240,             439,        0, , 
2300330, ST CLOUD W4 P1                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0330, 73, 56896,  302,   69,  231,       18,     0,      0,       249,      2, Precinct Tabulator, Optech IIIP       ,        0,      91,       147,        0,        0,        0,        5,       0,       1,        2,        0,       0,      94,       143,        1,       0,      0,     65,      164,       1,             160,       2,            159,       2,           132,                 58,       2,                155,       2,             109,            66,       2,                   67,             103,        2, , 
2300335, ST CLOUD W4 P2                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0335, 73, 56896,  551,  168,  500,       16,     0,      0,       516,      2, Precinct Tabulator, Optech IIIP       ,        1,     219,       282,        0,        1,        2,        9,       0,       0,        0,        0,       0,     232,       277,        0,       0,      0,    162,      317,       0,             342,       5,            339,       4,           291,                114,       0,                341,       4,             216,           162,       3,                  135,             232,        2, , 
2300340, ST CLOUD W4 P3                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0340, 73, 56896,  538,  133,  514,       28,     4,      0,       546,      2, Precinct Tabulator, Optech IIIP       ,        0,     208,       321,        1,        0,        1,        4,       0,       2,        1,        0,       0,     209,       326,        1,       0,      0,    162,      352,       1,             353,       5,            348,       3,           334,                 98,       0,                348,       1,             262,           124,       2,                  139,             238,        1, , 
2300345, ST CLOUD W4 P4                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0345, 73, 56896,  706,  218,  570,       26,     0,      0,       596,      2, Precinct Tabulator, Optech IIIP       ,        6,     251,       321,        0,        0,        1,        5,       3,       2,        2,        0,       0,     255,       321,        2,       0,      0,    179,      347,       2,             321,       4,            315,       3,           299,                107,       1,                311,       5,             216,           137,       2,                  121,             233,        2, , 
2300350, ST CLOUD W4 P5                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0350, 73, 56896,  811,  139,  702,       41,     0,      0,       743,      2, Precinct Tabulator, Optech IIIP       ,        2,     361,       360,        0,        0,        0,       10,       3,       1,        0,        0,       0,     371,       363,        0,       0,      0,    263,      451,       2,             508,       2,            496,       2,           468,                139,       2,                501,       2,             315,           234,       0,                  167,             377,        1, , 
2300355, ST CLOUD  W4 P6                     ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0355, 73, 56896, 1075,  145,  933,       61,     0,      0,       994,      2, Precinct Tabulator, Optech IIIP       ,        4,     474,       485,        1,        0,        0,        4,       0,       2,        0,        0,       0,     509,       454,        1,       0,      0,    355,      584,       0,             678,       4,            673,       2,           620,                186,       1,                672,       3,             438,           307,       4,                  227,             509,        1, , 
2300360, ST CLOUD W4 P7                      ,  4, 06, 15B, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0360, 73, 56896, 1739,  402, 1467,       95,     1,      0,      1563,      2, Precinct Tabulator, Optech IIIP       ,        1,     750,       777,        0,        0,        1,       16,       2,       2,        0,        0,       0,     742,       788,        2,       0,      0,    548,      924,       2,            1063,       9,           1052,       7,           887,                352,       3,               1051,       3,             814,           334,       2,                  404,             731,        1, , 
2300365, ST CLOUD  W5 P1                     ,  5, 06, 15A, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0365, 73, 56896, 1255,  172, 1126,       91,     0,      0,      1217,      2, Precinct Tabulator, Optech IIIP       ,        1,     656,       532,        0,        0,        0,        6,       2,       2,        2,        0,       0,     655,       537,        1,       0,      0,    762,      424,       0,             871,       6,            860,       2,           729,                301,       3,                867,       2,             661,           290,       4,                  333,             595,        3, , 
2300366, ST CLOUD W5 P2                      ,  5, 06, 15A, 01, 00,           0742, 00, 00, N, O, St. Cloud city                             , 07,   230, 0366, 73, 56896,  855,  413, 1025,       44,     2,      0,      1071,      2, Precinct Tabulator, Optech IIIP       ,        4,     524,       526,        0,        0,        1,        6,       0,       1,        1,        0,       0,     481,       569,        1,       0,      0,    591,      435,       2,             746,       4,            738,       5,           565,                264,       1,                728,       5,             556,           219,       4,                  276,             484,        4, , 
