Precinct and Voting District Information,,,,,,,,,,,,,,,,,,1 (County Statistics),,,,,,Voting System Information,,,US Senate,,,,,,,US Congressional Districts 1 - 8,,,,,,MN State Senate Districts 1 - 67,,,,,,,MN State House Districts 1A - 67B,,,,,,,Governor and Lieutenant Governor,,,,,,,,Secretary of State,,,,,Attorney General,,,,State Auditor,,,,,ASSOCIATE JUSTICE-SUPREME CT 3,,,APPEALS 1,,APPEALS 5,,APPEALS 8,,APPEALS 9,,APPEALS 10,,APPEALS 15,,APPEALS 16,,,1ST DISTRICT COURT 1,,,1ST DISTRICT COURT 5,,,1ST DISTRICT COURT 28,,,1ST DISTRICT COURT 31,,,2ND DISTRICT COURT 21,,,4TH DISTRICT COURT 12,,,4TH DISTRICT COURT 46,,,4TH DISTRICT COURT 47,,,4TH DISTRICT COURT 53,,,4TH DISTRICT COURT 56,,,4TH DISTRICT COURT 58,,,4TH DISTRICT COURT 60,,,7TH DISTRICT COURT 17,,,9TH DISTRICT COURT 4,,,9TH DISTRICT COURT 12,,,10TH DISTRICT COURT 14,,
271530175,TURTLE CREEK TWP.,,07,11B,04,00,2170,00,00,N,O,Turtle Creek township,07,170,0175,77,271530175,192,7,141,8,0,149,1,Central Count,Model 150,0,3,81,0,62,1,0,0,0,37,99,0,0,0,0,38,107,0,0,0,0,9,29,106,0,0,0,4,18,73,46,1,0,0,0,3,8,55,72,0,10,46,82,0,5,8,55,66,0,71,37,0,92,0,93,0,92,0,93,0,93,0,92,0,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0
271530180,VILLARD TWP.,,07,11B,01,00,2170,00,00,N,O,Villard township,07,175,0180,77,271530180,383,38,275,19,0,294,1,Central Count,Model 150,1,12,179,6,94,0,0,0,0,105,177,0,0,0,0,109,179,0,0,0,0,21,112,152,0,0,0,1,37,162,82,0,1,1,0,3,20,148,113,0,19,136,123,0,5,32,137,102,0,156,74,0,215,0,216,0,215,0,215,0,211,0,213,0,85,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,93,0,0,0,0,0,0,0,0,0,0
271530185,WARD TWP.,,07,11B,04,00,2170,00,00,N,O,Ward township,07,180,0185,77,271530185,333,37,266,17,0,283,1,Central Count,Model 150,3,7,146,3,123,1,0,0,0,66,209,0,0,0,0,84,195,0,0,0,0,14,72,193,0,0,0,8,48,136,83,0,2,2,0,7,13,127,129,0,19,96,158,0,5,29,108,128,0,134,81,0,194,0,196,0,191,0,193,0,193,0,195,0,83,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,104,0,0,0,0,0,0,0,0,0,0
271530190,WEST UNION TWP.,,07,11B,05,00,213,00,00,N,O,West Union city,07,185,0190,77,271530190,208,14,152,6,0,158,1,Central Count,Model 150,0,4,105,0,49,0,0,0,0,52,101,0,0,0,0,67,87,0,0,0,0,13,49,89,0,0,0,0,15,109,29,0,1,0,0,3,5,92,50,0,12,68,73,0,4,13,78,52,0,89,36,0,116,0,116,0,115,0,115,0,112,0,114,0,64,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,43,0,0,0,0,0,0,0,0,0,0
271530195,WYKEHAM TWP.,,07,11B,02,00,2759,00,00,N,O,Wykeham township,07,195,0195,77,271530195,229,13,174,9,0,183,1,Central Count,Model 150,0,12,78,3,88,0,0,0,0,48,131,0,0,0,0,44,136,0,0,0,0,9,47,124,0,0,0,5,34,74,64,0,0,1,0,8,14,66,87,0,14,56,105,0,5,27,59,81,0,82,51,0,112,0,113,0,109,0,110,0,107,0,108,0,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,0,0,0,0,0,0,0,0,0,0
271550005,ARTHUR TWP.,,07,09B,02,00,801,00,00,N,O,Arthur township,08,005,0005,78,271550005,61,2,43,0,0,43,3,Hand Count,Not Applicable,0,1,17,0,25,0,0,0,0,16,25,0,0,0,2,17,22,0,0,0,0,0,18,23,0,0,0,0,8,17,16,0,0,1,0,0,2,22,18,0,3,17,21,0,0,2,17,23,0,20,17,0,37,0,37,0,38,0,37,0,37,0,37,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550010,BROWNS VALLEY,,07,09B,01,00,801,00,00,N,O,Browns Valley city,08,010,0010,78,271550010,322,34,274,12,0,274,2,Precinct Tabulator,Model 100,1,10,94,6,163,0,0,0,0,72,192,0,0,0,19,81,157,0,0,1,0,0,77,180,0,0,0,5,31,92,128,0,3,0,0,5,11,94,151,0,12,92,155,0,5,13,82,155,0,141,74,0,199,0,198,0,194,0,195,0,194,0,193,1,62,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550015,CLIFTON TWP.,,07,09B,05,00,264,00,00,N,O,Clifton township,08,015,0015,78,271550015,51,3,50,0,0,50,3,Hand Count,Not Applicable,0,2,27,0,21,0,0,0,0,12,38,0,0,0,1,15,34,0,0,0,0,0,15,33,0,0,0,0,11,15,24,0,0,0,0,0,1,21,25,0,1,16,33,0,0,4,15,26,0,28,9,0,36,0,36,0,36,0,35,0,34,0,33,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550020,CROKE TWP,,07,09B,02,00,803,00,00,N,O,Croke township,08,020,0020,78,271550020,50,3,52,2,0,52,2,Precinct Tabulator,Model 100,0,4,21,0,23,0,0,0,0,16,32,0,0,0,2,14,29,0,0,0,0,0,19,28,0,0,0,0,5,25,18,0,0,0,0,0,1,25,22,0,2,23,22,0,0,1,20,26,0,29,7,0,34,0,34,0,34,0,35,0,33,0,33,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550025,DOLLYMOUNT TWP.,,07,09B,02,00,264,00,00,N,O,Dollymount township,08,025,0025,78,271550025,47,1,42,3,0,42,2,Precinct Tabulator,Model 100,0,1,24,0,15,0,0,0,0,20,22,0,0,0,1,22,19,0,0,0,0,0,21,21,0,0,0,1,5,23,13,0,0,0,0,0,1,29,12,0,0,21,21,0,0,3,22,16,0,27,11,0,38,0,38,0,38,0,38,0,38,0,38,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550027,DUMONT,,07,09B,02,00,803,00,00,N,O,Dumont city,08,030,0027,78,271550027,73,6,60,0,0,60,2,Precinct Tabulator,Model 100,0,4,31,0,23,0,0,0,0,15,44,0,0,0,4,26,28,0,0,0,0,0,22,36,0,0,0,1,13,29,15,0,0,0,0,0,0,27,28,0,4,24,29,0,0,2,22,28,0,26,21,0,47,0,46,0,47,0,46,0,47,0,47,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550030,FOLSOM TWP.,,07,09B,01,00,801,00,00,N,O,Folsom township,08,035,0030,78,271550030,84,2,57,0,0,57,3,Hand Count,Not Applicable,0,1,28,0,28,0,0,0,0,15,40,0,0,0,1,19,35,0,0,0,0,0,20,32,0,0,0,0,7,19,29,0,0,0,0,0,1,21,32,0,2,18,34,0,2,3,16,32,0,31,16,0,42,0,42,0,42,0,42,0,42,0,42,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550035,LAKE VALLEY TWP.,,07,09B,05,00,803,00,00,N,O,Lake Valley township,08,040,0035,78,271550035,170,6,132,2,0,132,3,Hand Count,Not Applicable,0,4,65,0,63,0,1,0,0,41,87,0,0,0,11,46,71,0,0,0,0,0,46,80,0,0,0,1,16,60,52,0,2,1,0,0,5,69,54,0,4,55,65,0,1,10,58,55,0,77,28,0,98,0,97,0,94,0,92,0,100,0,99,0,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550040,LEONARDSVILLE TWP.,,07,09B,02,00,771,00,00,N,O,Leonardsville township,08,045,0040,78,271550040,70,1,60,1,0,60,3,Hand Count,Not Applicable,0,0,37,0,22,0,0,0,0,20,38,0,0,0,0,29,30,0,0,0,0,0,30,28,0,0,0,0,4,38,18,0,0,0,0,0,1,34,25,0,0,26,34,0,0,2,33,24,0,37,14,0,47,1,47,1,46,1,47,0,47,0,47,0,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550045,MONSON TWP.,,07,09B,05,00,803,00,00,N,O,Monson township,08,050,0045,78,271550045,101,2,73,4,0,77,3,Hand Count,Not Applicable,0,0,40,0,36,1,0,0,0,19,56,0,0,0,6,30,38,0,0,0,0,0,28,47,0,0,0,0,16,27,31,0,1,0,0,0,1,37,36,0,1,31,43,0,2,4,38,30,0,49,13,0,54,0,54,0,54,0,53,0,55,0,56,0,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550050,PARNELL TWP.,,07,09B,02,00,2888,00,00,N,O,Parnell township,08,055,0050,78,271550050,44,0,30,2,0,32,3,Hand Count,Not Applicable,2,1,17,0,12,0,0,0,0,13,18,0,0,0,3,15,14,0,0,0,0,0,16,15,0,0,0,5,3,15,9,0,0,0,0,3,2,15,10,0,1,17,13,0,4,1,15,10,0,19,7,0,25,0,25,0,24,0,24,0,24,0,24,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550055,REDPATH TWP.,,07,09B,05,00,803,00,00,N,O,Redpath township,08,060,0055,78,271550055,25,2,19,0,0,19,2,Precinct Tabulator,Model 100,0,0,6,0,12,0,0,0,0,2,17,0,0,0,1,1,17,0,0,0,0,0,3,15,0,0,0,0,3,2,14,0,0,0,0,0,0,5,13,0,1,5,13,0,0,3,4,11,0,10,4,0,13,0,12,0,12,0,12,0,12,0,12,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550060,TARA TWP.,,07,09B,02,00,2888,00,00,N,O,Tara township,08,065,0060,78,271550060,71,1,54,0,0,54,3,Hand Count,Not Applicable,0,4,29,0,20,0,0,0,0,12,42,0,0,0,4,16,34,0,0,0,0,0,18,35,0,0,0,0,10,25,19,0,0,0,0,0,3,26,24,0,0,20,33,0,0,4,22,26,0,22,14,0,31,0,34,0,33,0,33,0,34,0,33,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550065,TAYLOR TWP.,,07,09B,05,00,803,00,00,N,O,Taylor township,08,070,0065,78,271550065,58,3,47,2,0,49,3,Hand Count,Not Applicable,0,1,31,0,17,0,0,0,0,15,34,0,0,0,4,23,22,0,0,0,0,0,25,24,0,0,0,0,6,32,11,0,0,0,0,0,0,33,16,0,1,27,21,0,0,3,29,15,0,36,8,0,40,0,40,0,41,0,40,0,39,0,41,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550070,TINTAH,,07,09B,05,00,852,00,00,N,O,Tintah city,08,074,0070,78,271550070,47,0,35,5,0,40,3,Hand Count,Not Applicable,0,0,27,0,12,0,0,0,0,17,20,0,0,0,1,25,11,0,0,0,0,0,24,9,0,0,0,0,2,27,10,0,0,0,0,0,0,24,10,0,1,26,6,0,0,2,26,7,0,16,8,0,24,0,24,0,24,0,24,0,24,0,23,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550075,TINTAH TWP.,,07,09B,05,00,852,00,00,N,O,Tintah township,08,075,0075,78,271550075,35,1,25,4,0,29,3,Hand Count,Not Applicable,0,0,22,0,7,0,0,0,0,13,16,0,0,0,1,15,13,0,0,0,0,0,16,13,0,0,0,0,0,23,6,0,0,0,0,0,1,20,8,0,1,19,9,0,1,2,18,7,0,14,10,0,21,0,20,0,20,0,20,0,20,0,20,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550080,WALLS TWP.,,07,09B,02,00,803,00,00,N,O,Walls township,08,085,0080,78,271550080,54,2,44,0,0,44,3,Hand Count,Not Applicable,0,2,13,0,27,0,0,0,0,10,33,0,0,0,1,11,29,0,0,0,0,0,10,29,0,0,0,0,9,17,17,0,0,0,0,0,1,17,24,0,3,12,27,0,0,4,11,26,0,23,5,0,27,0,27,0,27,0,27,0,27,0,27,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550085,WHEATON P-1,,07,09B,04,00,803,00,00,N,O,Wheaton city,08,090,0085,78,271550085,492,36,410,36,0,410,2,Precinct Tabulator,Model 100,3,13,156,0,244,0,0,0,0,91,301,0,0,0,32,115,234,0,0,0,0,0,106,278,0,0,1,7,49,142,191,0,2,3,0,2,11,164,212,0,15,129,245,0,4,32,126,221,0,243,90,0,313,0,309,0,306,0,306,0,307,0,307,0,127,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550090,WHEATON P-2,,07,09B,03,00,803,00,00,N,O,Wheaton city,08,090,0090,78,271550090,490,39,383,20,0,403,2,Precinct Tabulator,Model 100,0,10,153,2,231,1,0,0,0,83,303,0,0,0,24,111,245,0,0,0,0,0,96,293,0,0,0,3,52,144,193,0,1,0,0,2,12,165,207,0,13,121,253,0,3,21,124,224,0,236,100,0,317,1,312,0,316,1,316,1,312,0,313,1,92,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271550095,WINDSOR TWP.,,07,09B,02,00,801,00,00,N,O,Windsor township,08,095,0095,78,271550095,34,0,0,0,1,32,3,Hand Count,Not Applicable,0,2,15,0,15,0,0,0,0,12,19,0,0,0,2,11,19,0,0,0,0,0,12,20,0,0,0,0,3,16,12,0,1,0,0,0,2,14,15,0,2,15,15,0,0,5,13,13,0,17,5,0,22,0,22,0,22,0,22,0,22,0,22,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570005,BELLECHESTER,,01,28B,02,00,253,00,00,N,O,Bellechester city (part),03,005,0005,79,271570005,23,1,21,0,0,21,1,Central Count,Model 150,0,3,10,0,8,0,0,2,0,14,3,0,0,0,0,13,8,0,0,0,0,0,13,8,0,0,0,0,5,11,5,0,0,0,0,0,3,10,7,0,2,11,7,0,0,4,10,5,0,10,6,0,14,0,14,0,14,0,14,0,14,0,14,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570010,CHESTER TWP,,01,28B,02,00,253,00,00,N,O,Chester township,03,010,0010,79,271570010,253,19,222,3,0,225,1,Central Count,Model 150,1,4,118,0,98,1,0,3,0,147,66,0,0,0,0,103,112,0,0,0,0,0,146,71,0,0,0,1,74,102,41,1,1,0,0,2,18,110,85,0,12,90,109,0,8,26,90,84,1,120,54,0,159,0,158,0,157,0,156,0,157,0,156,0,91,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570015,ELGIN CITY,,01,30B,03,00,806,00,00,N,O,Elgin city,03,014,0015,79,271570015,435,52,353,7,0,360,1,Central Count,Model 150,0,12,168,0,171,0,0,5,0,237,103,0,0,0,109,135,103,0,0,0,0,0,196,136,0,0,0,1,141,136,70,0,0,1,0,4,27,163,146,0,26,160,150,0,2,44,156,128,0,206,75,0,256,3,256,3,251,4,251,5,255,3,254,3,155,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570020,ELGIN TWP.,,01,30B,03,00,806,00,00,N,O,Elgin township,03,015,0020,79,271570020,477,41,375,9,0,384,1,Central Count,Model 150,1,9,225,0,139,0,1,9,0,260,96,0,1,0,123,176,70,0,0,0,0,0,233,118,0,0,2,2,148,168,56,2,0,0,0,6,28,204,129,0,27,187,142,1,9,43,199,99,0,210,83,0,262,2,262,2,258,2,257,3,260,2,259,2,90,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570025,GILLFORD TWP.,,01,28B,02,00,813,00,00,N,O,Gillford township,03,025,0025,79,271570025,288,26,251,3,0,254,2,Precinct Tabulator,Model 100,2,14,136,0,100,0,0,12,0,182,51,0,0,0,0,126,115,0,0,0,0,0,164,77,0,0,0,7,99,109,32,0,1,0,0,6,15,142,76,0,16,125,101,1,10,27,126,70,1,109,71,0,161,2,164,0,160,0,160,1,165,0,165,0,70,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570030,GLASGOW TWP.,,01,28B,02,00,810,00,00,N,O,Glasgow township,03,030,0030,79,271570030,153,16,136,3,0,139,1,Central Count,Model 150,2,4,56,0,72,0,0,7,0,83,42,0,0,0,0,54,78,0,0,0,0,0,77,50,0,0,0,2,57,48,27,0,0,0,0,4,9,53,63,0,8,49,73,1,4,13,47,63,0,67,30,0,81,0,83,0,81,0,81,0,83,0,82,0,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570035,GREENFIELD TWP.,,01,28B,04,00,811,00,00,N,O,Greenfield township,03,035,0035,79,271570035,887,70,684,30,0,714,1,Central Count,Model 150,1,18,324,0,348,0,0,15,0,415,266,0,2,0,0,321,369,0,0,1,0,0,393,292,0,0,1,5,289,268,136,1,2,1,0,14,48,312,317,1,42,302,344,1,17,66,289,303,1,379,191,0,517,1,515,0,510,0,511,1,509,0,516,0,217,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570040,HAMMOND,,01,28B,03,00,535,00,00,N,O,Hammond city,03,040,0040,79,271570040,88,15,84,0,0,84,2,Precinct Tabulator,Model 100,0,3,34,0,44,0,0,6,0,36,32,0,0,0,0,28,46,0,0,0,0,0,31,42,0,0,0,3,27,18,24,1,1,0,0,1,10,24,37,0,11,25,36,0,4,9,22,34,0,26,19,0,39,0,40,0,39,0,39,0,38,0,38,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570045,HIGHLAND TWP.,,01,28B,01,00,810,00,00,N,O,Highland township,03,045,0045,79,271570045,282,26,225,6,0,231,1,Central Count,Model 150,1,4,99,0,124,0,0,4,0,127,94,0,0,0,0,92,131,0,0,0,0,0,113,106,0,0,0,2,86,94,46,0,0,1,0,3,11,89,116,1,9,86,126,0,1,20,89,108,0,122,64,1,169,1,173,0,170,1,171,0,173,0,171,0,101,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570050,HYDE PARK TWP.,,01,28B,03,00,535,00,00,N,O,Hyde Park township,03,050,0050,79,271570050,153,15,136,5,0,141,2,Precinct Tabulator,Model 100,1,3,61,0,72,0,1,7,0,86,45,0,0,0,0,57,78,0,0,0,0,0,63,71,0,0,0,1,66,46,25,0,0,0,0,1,9,50,71,0,7,52,75,0,5,17,48,61,1,68,39,0,97,0,100,0,98,0,99,0,97,0,97,0,36,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570055,KELLOGG,,01,28B,04,00,811,00,00,N,O,Kellogg city,03,055,0055,79,271570055,274,23,226,7,0,233,1,Central Count,Model 150,1,10,80,0,138,0,0,6,0,125,92,0,0,0,0,73,151,0,0,0,0,0,95,119,0,0,1,1,93,65,66,0,0,0,0,3,11,74,126,0,12,63,139,0,6,20,70,116,0,142,39,1,174,0,175,0,170,0,171,0,170,0,166,1,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570060,LAKE TWP.,,01,28A,02,00,811,00,00,N,O,Lake township,03,065,0060,79,271570060,250,29,204,3,0,207,1,Central Count,Model 150,0,9,103,2,93,0,0,11,0,135,55,0,0,0,0,100,104,0,0,0,0,0,99,104,0,0,0,3,79,85,38,0,0,0,1,11,18,94,79,0,13,79,111,0,14,24,84,77,0,117,60,0,162,0,162,0,161,0,163,0,163,0,163,0,64,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570065,LAKE CITY P-1,,01,28A,05,00,813,00,00,N,O,Lake City city (part),03,067,0065,79,271570065,859,106,641,19,0,660,2,Precinct Tabulator,Model 100,7,12,333,1,304,0,0,38,0,390,217,0,0,0,0,309,336,0,0,1,0,0,304,330,0,0,1,12,228,264,142,0,2,1,2,19,50,303,269,0,48,262,322,0,22,77,268,252,1,336,179,0,462,1,465,0,457,0,456,0,457,1,460,0,195,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570070,LAKE CITY P-2,,01,28A,05,00,813,00,00,N,O,Lake City city (part),03,067,0070,79,271570070,796,24,617,24,0,641,2,Precinct Tabulator,Model 100,5,14,295,5,318,0,1,28,0,356,241,0,0,0,0,269,352,0,0,1,0,0,285,332,0,0,0,16,210,229,174,0,0,1,0,36,34,281,267,0,36,233,351,0,35,49,257,268,2,358,148,0,449,2,450,1,442,2,446,1,440,2,439,2,209,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570075,LAKE CITY P-3,,01,28A,05,00,813,00,00,N,O,Lake City city (part),03,067,0075,79,271570075,850,85,654,29,0,683,2,Precinct Tabulator,Model 100,1,18,327,7,329,0,0,17,0,420,235,0,0,0,0,288,377,0,0,0,0,0,335,327,0,0,0,7,235,254,176,0,0,1,0,9,26,299,326,0,30,262,368,1,17,57,249,320,1,417,130,3,503,5,504,4,499,2,497,3,503,4,497,3,224,312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570080,MAZEPPA CITY,,01,28B,02,00,2805,00,00,N,O,Mazeppa city,03,069,0080,79,271570080,430,39,345,10,0,355,1,Central Count,Model 150,1,14,153,1,180,1,0,13,0,227,106,0,0,0,0,140,207,0,0,0,0,0,211,134,0,0,0,1,134,124,90,0,2,2,0,4,23,159,152,0,25,120,192,0,9,43,127,151,0,222,73,0,271,1,273,1,268,2,265,2,270,2,269,2,117,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570085,MAZEPPA TWP.,,01,28B,03,00,2805,00,00,N,O,Mazeppa township,03,070,0085,79,271570085,397,62,355,6,0,361,1,Central Count,Model 150,2,12,221,0,116,0,0,17,0,242,87,0,0,0,0,199,143,0,0,0,0,0,247,91,0,0,1,2,155,154,41,0,0,0,0,10,20,201,105,0,29,166,137,0,16,37,178,94,0,161,81,2,225,2,227,2,223,2,222,2,225,2,224,2,84,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570090,MILLVILLE,,01,28B,03,00,806,00,00,N,O,Millville city,03,080,0090,79,271570090,98,16,85,0,0,85,2,Precinct Tabulator,Model 100,0,10,39,0,31,1,1,2,0,55,21,0,0,0,0,38,40,0,0,0,0,0,47,30,0,0,0,0,36,34,8,1,2,0,0,0,11,36,33,0,7,36,34,0,2,14,35,27,0,40,17,0,53,0,52,0,51,1,52,0,52,0,52,0,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
